file_id,organism,locus_tag,ess,conf,conf_t5,conf_mean
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0001,0,0.0427876338362693,0.0579380206763744,0.05036282725632185
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0002,0,0.0638925731182098,0.128609612584114,0.0962510928511619
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0003,0,0.037607867270708,0.0385512560606002,0.0380795616656541
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0004,1,0.0393931418657302,0.5618070960044861,0.30060011893510813
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0005,0,0.0484797023236751,0.691486656665802,0.3699831794947386
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0006,0,0.0340810269117355,0.0328646525740623,0.0334728397428989
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0007,0,0.028936181217432,0.3772848844528198,0.20311053283512592
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0008,0,0.0400343798100948,0.4085628390312195,0.22429860942065713
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0009,0,0.0489373467862606,0.2664423584938049,0.15768985264003274
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0010,0,0.0270445384085178,0.2831965088844299,0.15512052364647383
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0011,0,0.0314380638301372,0.127260684967041,0.07934937439858909
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0012,0,0.7863456606864929,0.0612778179347515,0.4238117393106222
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0013,0,0.0262513142079114,0.0489633195102214,0.0376073168590664
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0014,0,0.03093565069139,0.039932832121849,0.0354342414066195
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0015,0,0.0209907609969377,0.0687978267669677,0.0448942938819527
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0016,0,0.1162690818309784,0.2400470077991485,0.17815804481506345
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0017,0,0.0260554924607276,0.3119104504585266,0.1689829714596271
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0018,0,0.1632260382175445,0.2733244299888611,0.2182752341032028
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0019,0,0.0390328615903854,0.0758309066295623,0.05743188410997385
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0020,0,0.0629548281431198,0.1159328147768974,0.0894438214600086
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0021,0,0.0329211764037609,0.2093426585197448,0.12113191746175285
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0022,0,0.0499958805739879,0.0283718947321176,0.03918388765305275
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0023,0,0.0467435680329799,0.0643044859170913,0.0555240269750356
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0024,0,0.0192534197121858,0.0385187156498432,0.028886067681014503
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0025,0,0.228357583284378,0.0178867280483245,0.12312215566635125
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0026,0,0.0513845793902874,0.1065296158194542,0.0789570976048708
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0027,0,0.0490952245891094,0.0288393702358007,0.038967297412455054
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0028,0,0.0587959997355937,0.2177402377128601,0.1382681187242269
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0029,0,0.1586113721132278,0.1720966249704361,0.16535399854183194
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0030,0,0.0285663995891809,0.0649487748742103,0.0467575872316956
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0031,0,0.0698330700397491,0.0374679453670978,0.05365050770342345
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0032,0,0.051064409315586,0.291161447763443,0.17111292853951449
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0033,0,0.0537422373890876,0.137266531586647,0.0955043844878673
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0034,0,0.0220046322792768,0.0325863398611545,0.02729548607021565
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0035,0,0.240181565284729,0.3879361152648926,0.3140588402748108
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0036,0,0.1234474256634712,0.058743879199028,0.09109565243124959
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0037,0,0.7072362303733826,0.1476856023073196,0.4274609163403511
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0038,0,0.1920921504497528,0.4780974984169006,0.3350948244333267
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0039,0,0.0468687005341053,0.3427193164825439,0.1947940085083246
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0040,0,0.7018744349479675,0.4761599600315094,0.5890171974897385
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0041,0,0.2505156993865967,0.0652137547731399,0.1578647270798683
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0042,0,0.0535177737474441,0.1924276500940323,0.12297271192073819
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0043,0,0.1406356245279312,0.0484914481639862,0.09456353634595871
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0044,0,0.1696209609508514,0.4065491855144501,0.28808507323265076
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0045,0,0.0329123735427856,0.0866834744811058,0.059797924011945704
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0046,0,0.4616341888904571,0.4873128831386566,0.4744735360145569
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0047,0,0.0562394075095653,0.3888120055198669,0.2225257065147161
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0048,1,0.1092462092638015,0.548118531703949,0.3286823704838752
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0049,0,0.0265067163854837,0.1782109886407852,0.10235885251313445
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0050,0,0.0427783764898777,0.4946277737617492,0.2687030751258135
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0051,0,0.0505679659545421,0.293974369764328,0.17227116785943505
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0052,0,0.0364875458180904,0.3178878724575043,0.17718770913779733
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0053,0,0.0326985232532024,0.3424393236637115,0.18756892345845694
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0054,0,0.1276886463165283,0.4509645402431488,0.28932659327983856
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0055,0,0.08878143876791,0.4457068741321563,0.2672441564500332
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0056,0,0.0384749583899974,0.3922261297702789,0.21535054408013815
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0057,0,0.0583144985139369,0.0779639482498169,0.06813922338187689
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0058,0,0.0309164598584175,0.0274935662746429,0.0292050130665302
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0059,0,0.0198782514780759,0.0880859792232513,0.0539821153506636
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0060,0,0.0432255454361438,0.7834146022796631,0.4133200738579034
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0061,0,0.2222795039415359,0.9139894247055054,0.5681344643235207
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0062,0,0.0514505468308925,0.2170209288597107,0.1342357378453016
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0063,0,0.0345177054405212,0.631928026676178,0.3332228660583496
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0064,0,0.0347388535737991,0.0287885069847106,0.03176368027925485
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0065,0,0.3371683955192566,0.036258827894926,0.1867136117070913
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0066,0,0.0428860150277614,0.1290186196565628,0.0859523173421621
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0067,0,0.0381592437624931,0.0524577498435974,0.045308496803045245
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0068,0,0.5950210690498352,0.1758142858743667,0.385417677462101
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0069,0,0.0281562823802232,0.2469022870063781,0.13752928469330064
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0070,0,0.0400464236736297,0.0495202913880348,0.04478335753083225
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0071,0,0.0548762716352939,0.3779889643192291,0.21643261797726152
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0072,0,0.0794859305024147,0.3603207170963287,0.2199033237993717
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0073,0,0.0281328577548265,0.0825238302350044,0.05532834399491545
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0074,0,0.6111518740653992,0.1433630585670471,0.37725746631622314
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0075,0,0.0496637411415576,0.0154447611421346,0.032554251141846104
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0076,0,0.0495592318475246,0.165624052286148,0.1075916420668363
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0077,0,0.0354146584868431,0.0380017906427383,0.0367082245647907
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0078,0,0.0343723595142364,0.0824355632066726,0.058403961360454504
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0079,0,0.2608916461467743,0.0481377094984054,0.15451467782258985
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0080,0,0.6910918951034546,0.0710481107234954,0.381070002913475
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0081,0,0.0537029355764389,0.3033996522426605,0.1785512939095497
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0082,0,0.5016018748283386,0.4364587068557739,0.4690302908420563
