file_id,organism,locus_tag,ess,conf,conf_t5,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.1544919908046722,0.0378117673099041,0.09615187905728816
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.2001786082983017,0.1266333013772964,0.16340595483779904
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.0575143955647945,0.3174072504043579,0.1874608229845762
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.244504690170288,0.2146121561527252,0.2295584231615066
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.1219179555773735,0.1558607369661331,0.1388893462717533
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.1157553270459175,0.2822272479534149,0.19899128749966621
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.055692546069622,0.1359530538320541,0.09582279995083806
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.187820702791214,0.2448186725378036,0.2163196876645088
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.0633050128817558,0.0799242928624153,0.07161465287208554
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0898876711726188,0.1593827307224273,0.12463520094752306
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0647574812173843,0.0201456733047962,0.04245157726109025
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0604196079075336,0.0020603449083864,0.03123997640796
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.8854110240936279,0.948307991027832,0.91685950756073
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.1297364681959152,0.751796305179596,0.4407663866877556
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0676379278302192,0.0440639927983284,0.0558509603142738
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.2830128073692322,0.2774763405323028,0.2802445739507675
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.0571242272853851,0.1210091263055801,0.0890666767954826
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0560982786118984,0.072991594672203,0.0645449366420507
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.0516092181205749,0.0041632815264165,0.0278862498234957
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0535134263336658,0.092756874859333,0.0731351505964994
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.2910712659358978,0.7800223231315613,0.5355467945337296
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.0617234632372856,0.4124155342578888,0.2370694987475872
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9032105803489684,0.9568207263946532,0.9300156533718108
