file_id,organism,locus_tag,ess,conf,conf_t5,conf_mean
C039,Pseudomonas aeruginosa MPAO1,PA0001,1,0.9368686676025392,0.9684991836547852,0.9526839256286621
C039,Pseudomonas aeruginosa MPAO1,PA0002,1,0.96353942155838,0.9781631827354432,0.9708513021469116
C039,Pseudomonas aeruginosa MPAO1,PA0003,0,0.1714396476745605,0.3702444732189178,0.27084206044673914
C039,Pseudomonas aeruginosa MPAO1,PA0004,1,0.882588267326355,0.9704073667526244,0.9264978170394897
C039,Pseudomonas aeruginosa MPAO1,PA0005,0,0.8483628630638123,0.7527509331703186,0.8005568981170654
C039,Pseudomonas aeruginosa MPAO1,PA0006,1,0.1864086091518402,0.6606414318084717,0.42352502048015594
C039,Pseudomonas aeruginosa MPAO1,PA0007,0,0.0763380080461502,0.220140129327774,0.1482390686869621
C039,Pseudomonas aeruginosa MPAO1,PA0008,1,0.974368929862976,0.9656807780265808,0.9700248539447784
C039,Pseudomonas aeruginosa MPAO1,PA0009,1,0.9931427240371704,0.9582307934761048,0.9756867587566376
C039,Pseudomonas aeruginosa MPAO1,PA0010,0,0.4982693791389465,0.0421725139021873,0.2702209465205669
C039,Pseudomonas aeruginosa MPAO1,PA0011,0,0.4217466413974762,0.7626212239265442,0.5921839326620102
C039,Pseudomonas aeruginosa MPAO1,PA0012,0,0.2930092215538025,0.1374938338994979,0.21525152772665018
C039,Pseudomonas aeruginosa MPAO1,PA0013,0,0.0894637107849121,0.1569558978080749,0.1232098042964935
C039,Pseudomonas aeruginosa MPAO1,PA0014,0,0.1849918067455291,0.2070379704236984,0.19601488858461374
C039,Pseudomonas aeruginosa MPAO1,PA0015,0,0.3835719525814056,0.266705572605133,0.3251387625932693
C039,Pseudomonas aeruginosa MPAO1,PA0016,0,0.6779366135597229,0.7055653929710388,0.6917510032653809
C039,Pseudomonas aeruginosa MPAO1,PA0017,0,0.3030595779418945,0.2060896456241607,0.2545746117830276
C039,Pseudomonas aeruginosa MPAO1,PA0018,1,0.7170326709747314,0.874410092830658,0.7957213819026947
C039,Pseudomonas aeruginosa MPAO1,PA0019,1,0.4675659537315368,0.8675919771194458,0.6675789654254913
C039,Pseudomonas aeruginosa MPAO1,PA0020,0,0.0749137178063392,0.5691163539886475,0.3220150358974933
C039,Pseudomonas aeruginosa MPAO1,PA0021,0,0.2599502503871918,0.25504931807518,0.2574997842311859
C039,Pseudomonas aeruginosa MPAO1,PA0022,1,0.2768025696277618,0.8260675668716431,0.5514350682497025
C039,Pseudomonas aeruginosa MPAO1,PA0023,0,0.0911076217889785,0.0878926664590835,0.089500144124031
C039,Pseudomonas aeruginosa MPAO1,PA0024,1,0.1570556759834289,0.8943198323249817,0.5256877541542053
C039,Pseudomonas aeruginosa MPAO1,PA0025,0,0.1853420734405517,0.6733143925666809,0.42932823300361633
C039,Pseudomonas aeruginosa MPAO1,PA0026,0,0.0869675949215889,0.2226700782775879,0.1548188365995884
C039,Pseudomonas aeruginosa MPAO1,PA0027,0,0.0976843386888504,0.1155376210808754,0.1066109798848629
C039,Pseudomonas aeruginosa MPAO1,PA0028,0,0.1212648600339889,0.1443420648574829,0.1328034624457359
C039,Pseudomonas aeruginosa MPAO1,PA0029,0,0.0885035693645477,0.1046861037611961,0.0965948365628719
C039,Pseudomonas aeruginosa MPAO1,PA0030,0,0.0549801886081695,0.0960903465747833,0.0755352675914764
C039,Pseudomonas aeruginosa MPAO1,PA0031,0,0.0796863511204719,0.1085617616772651,0.0941240563988685
C039,Pseudomonas aeruginosa MPAO1,PA0032,0,0.1035126075148582,0.0604105442762374,0.0819615758955478
C039,Pseudomonas aeruginosa MPAO1,PA0033,0,0.0819174498319625,0.125295877456665,0.10360666364431376
C039,Pseudomonas aeruginosa MPAO1,PA0034,0,0.0755193382501602,0.1937610656023025,0.13464020192623136
C039,Pseudomonas aeruginosa MPAO1,PA0035,0,0.6935905814170837,0.7986435890197754,0.7461170852184296
C039,Pseudomonas aeruginosa MPAO1,PA0036,0,0.5271502137184143,0.7027791738510132,0.6149646937847137
C039,Pseudomonas aeruginosa MPAO1,PA0037,0,0.0652880370616912,0.0917222574353218,0.07850514724850649
C039,Pseudomonas aeruginosa MPAO1,PA0038,0,0.3948534429073334,0.3957627713680267,0.39530810713768005
C039,Pseudomonas aeruginosa MPAO1,PA0039,0,0.0542768277227878,0.2162889540195465,0.13528289087116716
C039,Pseudomonas aeruginosa MPAO1,PA0040,0,0.070666566491127,0.1079917699098587,0.08932916820049286
C039,Pseudomonas aeruginosa MPAO1,PA0041,0,0.1173628345131874,0.1863031685352325,0.15183300152420995
C039,Pseudomonas aeruginosa MPAO1,PA0042,0,0.1329090595245361,0.1949504315853119,0.163929745554924
C039,Pseudomonas aeruginosa MPAO1,PA0043,0,0.2839040756225586,0.0657995045185089,0.17485179007053375
C039,Pseudomonas aeruginosa MPAO1,PA0044,0,0.2239524871110916,0.1489785760641098,0.1864655315876007
C039,Pseudomonas aeruginosa MPAO1,PA0045,0,0.0508451871573925,0.161059483885765,0.10595233552157875
C039,Pseudomonas aeruginosa MPAO1,PA0046,0,0.1614746451377868,0.1650266498327255,0.16325064748525614
C039,Pseudomonas aeruginosa MPAO1,PA0047,0,0.6176034808158875,0.0888747796416282,0.3532391302287578
C039,Pseudomonas aeruginosa MPAO1,PA0048,0,0.0866423100233078,0.128767728805542,0.1077050194144249
C039,Pseudomonas aeruginosa MPAO1,PA0049,0,0.2649490535259247,0.2410677522420883,0.2530084028840065
C039,Pseudomonas aeruginosa MPAO1,PA0050,0,0.1427192240953445,0.2141564637422561,0.1784378439188003
C039,Pseudomonas aeruginosa MPAO1,PA0051,0,0.2007319182157516,0.60477614402771,0.4027540311217308
C039,Pseudomonas aeruginosa MPAO1,PA0052,0,0.1488133072853088,0.063572458922863,0.10619288310408591
C039,Pseudomonas aeruginosa MPAO1,PA0053,0,0.1138171106576919,0.2023922801017761,0.15810469537973398
C039,Pseudomonas aeruginosa MPAO1,PA0054,0,0.0932179987430572,0.1443665325641632,0.1187922656536102
C039,Pseudomonas aeruginosa MPAO1,PA0055,0,0.0505241639912128,0.0170359313488006,0.0337800476700067
C039,Pseudomonas aeruginosa MPAO1,PA0056,0,0.0592244379222393,0.0561390928924083,0.057681765407323796
C039,Pseudomonas aeruginosa MPAO1,PA0057,0,0.0598984472453594,0.0790653154253959,0.06948188133537765
C039,Pseudomonas aeruginosa MPAO1,PA0058,0,0.0501200444996356,0.1127553731203079,0.08143770880997175
C039,Pseudomonas aeruginosa MPAO1,PA0059,0,0.0493823289871215,0.0937556251883506,0.07156897708773605
C039,Pseudomonas aeruginosa MPAO1,PA0060,0,0.1050573363900184,0.2455391138792038,0.1752982251346111
C039,Pseudomonas aeruginosa MPAO1,PA0061,0,0.0586272403597831,0.1119668930768966,0.08529706671833985
C039,Pseudomonas aeruginosa MPAO1,PA0062,0,0.1014142632484436,0.1359151303768158,0.1186646968126297
C039,Pseudomonas aeruginosa MPAO1,PA0063,0,0.0379351526498794,0.0500159487128257,0.043975550681352546
C039,Pseudomonas aeruginosa MPAO1,PA0064,0,0.0801207572221756,0.176396369934082,0.12825856357812881
C039,Pseudomonas aeruginosa MPAO1,PA0065,0,0.0822833552956581,0.1304658055305481,0.1063745804131031
C039,Pseudomonas aeruginosa MPAO1,PA0066,0,0.4320195317268371,0.1721707284450531,0.30209513008594513
C039,Pseudomonas aeruginosa MPAO1,PA0067,0,0.3647820949554443,0.1827491968870163,0.2737656459212303
C039,Pseudomonas aeruginosa MPAO1,PA0068,0,0.0854553431272506,0.2321603745222091,0.15880785882472986
C039,Pseudomonas aeruginosa MPAO1,PA0069,0,0.0808141231536865,0.1197515726089477,0.1002828478813171
C039,Pseudomonas aeruginosa MPAO1,PA0070,0,0.125574380159378,0.1138932183384895,0.11973379924893375
C039,Pseudomonas aeruginosa MPAO1,PA0071,0,0.1510117501020431,0.082069531083107,0.11654064059257505
C039,Pseudomonas aeruginosa MPAO1,PA0072,0,0.1721600443124771,0.3526618480682373,0.2624109461903572
C039,Pseudomonas aeruginosa MPAO1,PA0073,0,0.1048267409205436,0.1557854562997818,0.1303060986101627
C039,Pseudomonas aeruginosa MPAO1,PA0074,0,0.3913935422897339,0.4237437844276428,0.40756866335868835
C039,Pseudomonas aeruginosa MPAO1,PA0075,0,0.1300849914550781,0.3130826354026794,0.22158381342887873
C039,Pseudomonas aeruginosa MPAO1,PA0076,0,0.3249994814395904,0.1889879405498504,0.2569937109947204
C039,Pseudomonas aeruginosa MPAO1,PA0077,0,0.1327262371778488,0.1271596401929855,0.12994293868541715
C039,Pseudomonas aeruginosa MPAO1,PA0078,0,0.1777760088443756,0.1567932814359665,0.16728464514017105
C039,Pseudomonas aeruginosa MPAO1,PA0079,0,0.3601526021957397,0.133027121424675,0.24658986181020734
C039,Pseudomonas aeruginosa MPAO1,PA0080,0,0.1072649359703064,0.0536400638520717,0.08045249991118905
C039,Pseudomonas aeruginosa MPAO1,PA0081,0,0.3925908505916595,0.1367920041084289,0.2646914273500442
C039,Pseudomonas aeruginosa MPAO1,PA0082,0,0.0952008813619613,0.0823196098208427,0.088760245591402
C039,Pseudomonas aeruginosa MPAO1,PA0083,0,0.5475648641586304,0.0495205223560333,0.29854269325733185
C039,Pseudomonas aeruginosa MPAO1,PA0084,0,0.7916489839553833,0.508581280708313,0.6501151323318481
C039,Pseudomonas aeruginosa MPAO1,PA0085,0,0.2233050614595413,0.1124368831515312,0.16787097230553624
C039,Pseudomonas aeruginosa MPAO1,PA0086,0,0.3164842128753662,0.2860831618309021,0.30128368735313416
C039,Pseudomonas aeruginosa MPAO1,PA0087,0,0.1221078485250473,0.2038896232843399,0.1629987359046936
C039,Pseudomonas aeruginosa MPAO1,PA0088,0,0.0986884459853172,0.1692753732204437,0.13398190960288045
C039,Pseudomonas aeruginosa MPAO1,PA0089,0,0.0910686179995536,0.0996879786252975,0.09537829831242556
C039,Pseudomonas aeruginosa MPAO1,PA0090,0,0.4548604488372803,0.3400182723999023,0.3974393606185913
C039,Pseudomonas aeruginosa MPAO1,PA0091,0,0.1280602365732193,0.2652755975723266,0.19666791707277295
C039,Pseudomonas aeruginosa MPAO1,PA0092,1,0.1803590506315231,0.2014310508966446,0.19089505076408386
C039,Pseudomonas aeruginosa MPAO1,PA0093,0,0.0873714312911033,0.117368496954441,0.10236996412277215
C039,Pseudomonas aeruginosa MPAO1,PA0094,0,0.2069864124059677,0.1620064973831176,0.18449645489454264
C039,Pseudomonas aeruginosa MPAO1,PA0095,0,0.1633385717868805,0.3340272605419159,0.2486829161643982
C039,Pseudomonas aeruginosa MPAO1,PA0096,0,0.0571278780698776,0.3743799924850464,0.215753935277462
C039,Pseudomonas aeruginosa MPAO1,PA0097,0,0.0789446234703064,0.0546845383942127,0.06681458093225955
C039,Pseudomonas aeruginosa MPAO1,PA0098,0,0.1276130676269531,0.0555757731199264,0.09159442037343975
C039,Pseudomonas aeruginosa MPAO1,PA0099,0,0.0908650010824203,0.1041684597730636,0.09751673042774195
C039,Pseudomonas aeruginosa MPAO1,PA0100,0,0.1254361867904663,0.1152022331953048,0.12031920999288556
C039,Pseudomonas aeruginosa MPAO1,PA0101,0,0.1017119362950325,0.1495357453823089,0.1256238408386707
C039,Pseudomonas aeruginosa MPAO1,PA0102,0,0.0748816207051277,0.1525112688541412,0.11369644477963445
C039,Pseudomonas aeruginosa MPAO1,PA0103,0,0.0742987394332885,0.1498018205165863,0.11205027997493741
C039,Pseudomonas aeruginosa MPAO1,PA0104,0,0.6640757918357849,0.295548528432846,0.4798121601343155
C039,Pseudomonas aeruginosa MPAO1,PA0105,0,0.2504761517047882,0.6161322593688965,0.43330420553684235
C039,Pseudomonas aeruginosa MPAO1,PA0106,0,0.2159146219491958,0.403497040271759,0.3097058311104774
C039,Pseudomonas aeruginosa MPAO1,PA0107,0,0.09276083111763,0.2910815775394439,0.19192120432853696
C039,Pseudomonas aeruginosa MPAO1,PA0108,0,0.171672910451889,0.8006324172019958,0.48615266382694244
C039,Pseudomonas aeruginosa MPAO1,PA0109,0,0.2375885099172592,0.6895459294319153,0.46356721967458725
C039,Pseudomonas aeruginosa MPAO1,PA0110,0,0.075004756450653,0.1591155230998993,0.11706013977527616
C039,Pseudomonas aeruginosa MPAO1,PA0111,0,0.0822896212339401,0.3867037296295166,0.23449667543172836
C039,Pseudomonas aeruginosa MPAO1,PA0112,0,0.0704158544540405,0.1866978853940963,0.1285568699240684
C039,Pseudomonas aeruginosa MPAO1,PA0113,0,0.4876145124435425,0.7192203402519226,0.6034174263477325
