file_id,organism,locus_tag,ess,conf,conf_bert,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.1544919908046722,0.2466098815202713,0.20055093616247177
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.2001786082983017,0.3631139993667602,0.281646303832531
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.0575143955647945,0.2512242496013641,0.15436932258307928
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.244504690170288,0.4666074514389038,0.3555560708045959
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.1219179555773735,0.0911191552877426,0.10651855543255806
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.1157553270459175,0.405454009771347,0.2606046684086322
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.055692546069622,0.2402050197124481,0.14794878289103505
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.187820702791214,0.3209760785102844,0.2543983906507492
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.0633050128817558,0.4755814969539642,0.26944325491786
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0898876711726188,0.1703146994113922,0.1301011852920055
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0647574812173843,0.2575145661830902,0.16113602370023725
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0604196079075336,0.1515562534332275,0.10598793067038055
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.8854110240936279,0.7861143946647644,0.8357627093791962
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.1297364681959152,0.8147737979888916,0.4722551330924034
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0676379278302192,0.1063565239310264,0.08699722588062281
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.2830128073692322,0.2972006797790527,0.29010674357414246
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.0571242272853851,0.1549560129642486,0.10604012012481685
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0560982786118984,0.1156663298606872,0.0858823042362928
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.0516092181205749,0.2463235259056091,0.148966372013092
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0535134263336658,0.0538704209029674,0.053691923618316595
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.2910712659358978,0.886547863483429,0.5888095647096634
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.0617234632372856,0.5087080597877502,0.28521576151251793
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9032105803489684,0.8360057473182678,0.8696081638336182
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.8144609928131104,0.9496040940284728,0.8820325434207916
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9102087616920472,0.9232540726661682,0.9167314171791077
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.0595139190554618,0.2461219578981399,0.15281793847680086
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.7450486421585083,0.92527836561203,0.8351635038852692
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.0570129863917827,0.4178037941455841,0.2374083902686834
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.8681749105453491,0.8979614973068237,0.8830682039260864
