file_id,organism,locus_tag,ess,conf,conf_bert,conf_t5,conf_mean
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00001,1,0.970999538898468,0.6178083419799805,0.9069697856903076,0.8319258888562521
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00002,1,0.9271308779716492,0.6508125066757202,0.8505277633666992,0.8094903826713562
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00003,0,0.1104730293154716,0.4890061020851135,0.3466554582118988,0.31537819653749466
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00004,0,0.4773762822151184,0.3208189010620117,0.4099119901657104,0.4027023911476135
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00005,1,0.982977032661438,0.9172493815422058,0.9218738079071044,0.9407000740369161
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00006,1,0.9913511276245116,0.8634845018386841,0.8737359046936035,0.9095238447189331
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00007,0,0.0975366160273552,0.3185312151908874,0.2209074050188064,0.212325078745683
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00008,0,0.4037078619003296,0.8066829442977905,0.5695439577102661,0.593311587969462
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00009,1,0.98268061876297,0.8872920274734497,0.9201501607894896,0.9300409356753031
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00010,0,0.1916640102863311,0.0798251032829284,0.2195869535207748,0.16369202236334476
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00012,0,0.206534668803215,0.2448808252811432,0.3425884842872619,0.26466799279054004
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00013,0,0.4930700659751892,0.3368570506572723,0.4572762250900268,0.4290677805741628
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00014,0,0.1269261389970779,0.1428306549787521,0.1843510419130325,0.15136927862962082
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00015,0,0.6747161149978638,0.6692497730255127,0.7519099116325378,0.6986252665519714
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00017,0,0.6067626476287842,0.5491852164268494,0.510054349899292,0.5553340713183085
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00018,1,0.9721044301986694,0.9450101256370544,0.9590298533439636,0.9587148030598959
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00019,0,0.5549874901771545,0.4596214592456817,0.4622220993041992,0.49227701624234516
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00020,1,0.5682470798492432,0.901293694972992,0.7884413003921509,0.7526606917381287
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00021,1,0.4997491836547851,0.353171169757843,0.7574098706245422,0.5367767413457235
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00022,0,0.0412555560469627,0.2726588845252991,0.2310680598020553,0.18166083345810569
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00023,0,0.0514044538140296,0.5500937104225159,0.0833428725600242,0.22828034559885654
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00024,0,0.2182759344577789,0.7028897404670715,0.5602275133132935,0.49379772941271466
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00025,0,0.05397704616189,0.2594504952430725,0.0689313858747482,0.12745297575990358
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00026,0,0.263124018907547,0.4108043313026428,0.2690703272819519,0.31433289249738056
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00027,0,0.289723128080368,0.2854703664779663,0.5781686902046204,0.38445406158765155
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00028,0,0.7475295662879944,0.2380313575267791,0.33388152718544,0.4398141503334045
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00029,0,0.4310044348239898,0.4188475310802459,0.3471766412258148,0.3990095357100169
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00030,0,0.1663902848958969,0.4070955216884613,0.3325566351413727,0.3020141472419103
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00031,0,0.1983400732278823,0.2909817993640899,0.0759784802794456,0.1884334509571393
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00032,0,0.5798203945159912,0.2587708532810211,0.3344484567642212,0.3910132348537445
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00033,0,0.1930438429117202,0.2335404902696609,0.4101448059082031,0.2789097130298614
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00034,0,0.597021758556366,0.416218101978302,0.6247638463973999,0.5460012356440226
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00035,0,0.3625765442848205,0.4370201528072357,0.484243094921112,0.4279465973377228
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00036,0,0.3483993113040924,0.3859675824642181,0.1383482962846756,0.29090506335099536
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00037,0,0.3697685599327087,0.3112428188323974,0.3050822615623474,0.3286978801091512
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00038,0,0.3195200860500335,0.2814202904701233,0.5357671976089478,0.37890252470970154
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00039,0,0.2439395487308502,0.430898517370224,0.0703689828515052,0.2484023496508598
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00040,0,0.2180954813957214,0.3740468919277191,0.2889661192893982,0.29370283087094623
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00041,0,0.2108759433031082,0.2613837718963623,0.163929745554924,0.2120631535847982
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00042,0,0.1523015946149826,0.1250289380550384,0.2890295386314392,0.1887866904338201
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00043,0,0.1922247111797332,0.257454365491867,0.2971712350845337,0.2489501039187113
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00044,0,0.1046011671423912,0.2067503631114959,0.3194203972816467,0.21025730917851124
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00045,0,0.2731070220470428,0.2179676741361618,0.5548372268676758,0.34863730768362683
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00046,0,0.2703230082988739,0.3987769186496734,0.446489155292511,0.3718630274136861
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00047,0,0.192997470498085,0.1439876556396484,0.3680342137813568,0.23500644663969675
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00049,0,0.2618624567985534,0.3149801194667816,0.4810573160648346,0.3526332974433899
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00050,0,0.1920931786298751,0.2968742847442627,0.1203851401805877,0.2031175345182418
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00051,0,0.0720441788434982,0.090769425034523,0.1403807401657104,0.10106478134791053
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00052,0,0.074616864323616,0.1444114446640014,0.0950401574373245,0.10468948880831397
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00053,0,0.1366675049066543,0.2034771144390106,0.153082326054573,0.1644089818000793
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00054,0,0.1000348031520843,0.1912965327501297,0.142203152179718,0.14451149602731064
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00055,0,0.1448667347431183,0.1446716338396072,0.0598077625036239,0.11644871036211647
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00056,0,0.0282557141035795,0.1431592255830764,0.0555879883468151,0.07566764267782367
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00057,0,0.2992413640022278,0.3827275335788727,0.2710913121700287,0.3176867365837097
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00058,0,0.1930267810821533,0.2985060811042785,0.6814672350883484,0.39100003242492676
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00060,0,0.2059063464403152,0.2590566575527191,0.3593662679195404,0.2747764239708583
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00061,0,0.3011009395122528,0.131980150938034,0.1351242065429687,0.1894017656644185
