file_id,organism,locus_tag,ess,conf,conf_esm2,conf_mean
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0001,0,0.0427876338362693,0.083857923746109,0.06332277879118915
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0002,0,0.0638925731182098,0.0055150715634226,0.0347038223408162
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0003,0,0.037607867270708,0.0968121886253357,0.06721002794802185
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0004,1,0.0393931418657302,0.575127124786377,0.30726013332605356
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0005,0,0.0484797023236751,0.6108579635620117,0.32966883294284344
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0006,0,0.0340810269117355,0.0623229555785656,0.04820199124515055
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0007,0,0.028936181217432,0.3314320743083954,0.1801841277629137
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0008,0,0.0400343798100948,0.4009041488170624,0.22046926431357858
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0009,0,0.0489373467862606,0.4628125131130218,0.25587492994964117
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0010,0,0.0270445384085178,0.3540869057178497,0.19056572206318373
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0011,0,0.0314380638301372,0.2537857890129089,0.14261192642152304
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0012,0,0.7863456606864929,0.1098053157329559,0.4480754882097244
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0013,0,0.0262513142079114,0.3020634055137634,0.1641573598608374
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0014,0,0.03093565069139,0.0849177688360214,0.057926709763705696
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0015,0,0.0209907609969377,0.2633181512355804,0.14215445611625904
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0016,0,0.1162690818309784,0.2670771479606628,0.1916731148958206
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0017,0,0.0260554924607276,0.2726744413375854,0.1493649668991565
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0018,0,0.1632260382175445,0.3003622591495514,0.23179414868354795
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0019,0,0.0390328615903854,0.2588365077972412,0.1489346846938133
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0020,0,0.0629548281431198,0.3633109033107757,0.21313286572694776
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0021,0,0.0329211764037609,0.2188678830862045,0.1258945297449827
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0022,0,0.0499958805739879,0.2679388225078583,0.1589673515409231
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0023,0,0.0467435680329799,0.0745370611548423,0.0606403145939111
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0024,0,0.0192534197121858,0.0198652632534503,0.01955934148281805
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0025,0,0.228357583284378,0.0361583344638347,0.13225795887410635
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0026,0,0.0513845793902874,0.0221881177276372,0.036786348558962303
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0027,0,0.0490952245891094,0.0197759866714477,0.034435605630278546
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0028,0,0.0587959997355937,0.459808886051178,0.25930244289338583
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0029,0,0.1586113721132278,0.0258255377411842,0.092218454927206
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0030,0,0.0285663995891809,0.0198693946003913,0.0242178970947861
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0031,0,0.0698330700397491,0.1143466308712959,0.09208985045552251
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0032,0,0.051064409315586,0.0621189959347248,0.0565917026251554
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0033,0,0.0537422373890876,0.1335350424051284,0.093638639897108
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0034,0,0.0220046322792768,0.0652056038379669,0.043605118058621856
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0035,0,0.240181565284729,0.4094535708427429,0.32481756806373596
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0036,0,0.1234474256634712,0.0464122332632541,0.08492982946336265
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0037,0,0.7072362303733826,0.4804960191249847,0.5938661247491837
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0038,0,0.1920921504497528,0.4388365447521209,0.3154643476009369
