file_id,organism,locus_tag,ess,conf,conf_esm2,conf_bert,conf_t5,conf_mean
C035,Caulobacter crescentus,CCNA_00001,0,0.0359230488538742,0.7015410661697388,0.795961856842041,0.2646510601043701,0.449519257992506
C035,Caulobacter crescentus,CCNA_00002,0,0.0559948086738586,0.7176034450531006,0.7403698563575745,0.7810668349266052,0.5737587362527847
C035,Caulobacter crescentus,CCNA_00003,1,0.2634274959564209,0.7257760167121887,0.4841580688953399,0.6406599283218384,0.528505377471447
C035,Caulobacter crescentus,CCNA_00004,1,0.9104273915290833,0.811582624912262,0.9382163882255554,0.898392915725708,0.8896548300981522
C035,Caulobacter crescentus,CCNA_00005,1,0.1160049065947532,0.7734827399253845,0.7822469472885132,0.8218867778778076,0.6234053429216146
C035,Caulobacter crescentus,CCNA_00006,0,0.0260969139635562,0.4471232891082763,0.0341607555747032,0.1466634273529052,0.1635110964998602
C035,Caulobacter crescentus,CCNA_00007,1,0.8919134140014648,0.8696912527084351,0.9449703693389891,0.7638611793518066,0.867609053850174
C035,Caulobacter crescentus,CCNA_00008,1,0.9012490510940552,0.900894582271576,0.6208116412162781,0.851766049861908,0.8186803311109543
C035,Caulobacter crescentus,CCNA_00009,0,0.0390909984707832,0.1327925622463226,0.096726082265377,0.0589286088943481,0.08188456296920772
C035,Caulobacter crescentus,CCNA_00010,1,0.9516572952270508,0.7745599150657654,0.9191220998764038,0.7660707235336304,0.8528525084257126
C035,Caulobacter crescentus,CCNA_00011,0,0.0446442179381847,0.7253365516662598,0.295329749584198,0.7496345043182373,0.45373625587671995
C035,Caulobacter crescentus,CCNA_00012,0,0.7459200620651245,0.3232232630252838,0.5652036666870117,0.3104805648326874,0.48620688915252686
C035,Caulobacter crescentus,CCNA_00013,0,0.0210141539573669,0.3682618737220764,0.8149844408035278,0.3135555982589721,0.37945401668548584
C035,Caulobacter crescentus,CCNA_00014,0,0.034351460635662,0.444640576839447,0.0966244935989379,0.4113475084304809,0.24674100987613196
C035,Caulobacter crescentus,CCNA_00015,0,0.3571683168411255,0.123895563185215,0.7169477343559265,0.7384863495826721,0.4841244909912348
C035,Caulobacter crescentus,CCNA_00016,0,0.0216931980103254,0.247554674744606,0.434807151556015,0.4175877571105957,0.28041069535538554
C035,Caulobacter crescentus,CCNA_00017,0,0.0165862534195184,0.187846302986145,0.631041944026947,0.3336340487003326,0.29227713728323573
C035,Caulobacter crescentus,CCNA_00018,0,0.0412028357386589,0.1512887626886367,0.3114245533943176,0.486529141664505,0.24761132337152955
C035,Caulobacter crescentus,CCNA_00019,0,0.0286163482815027,0.1780165582895279,0.1032715439796447,0.4122267663478851,0.18053280422464008
C035,Caulobacter crescentus,CCNA_00020,0,0.3425153195858001,0.2898861765861511,0.1561709344387054,0.3290396630764007,0.2794030234217644
C035,Caulobacter crescentus,CCNA_00021,0,0.2078932672739029,0.1157105565071106,0.098645195364952,0.1117160767316818,0.13349127396941182
C035,Caulobacter crescentus,CCNA_00022,0,0.0478329434990882,0.1805562227964401,0.1800936013460159,0.1807627230882644,0.14731137268245215
C035,Caulobacter crescentus,CCNA_00023,0,0.7197682857513428,0.1362281143665313,0.0348298288881778,0.0806632563471794,0.2428723713383078
C035,Caulobacter crescentus,CCNA_00024,0,0.1472183018922805,0.7030425071716309,0.6485108137130737,0.5829585790634155,0.5204325504601002
C035,Caulobacter crescentus,CCNA_00025,0,0.0242480617016553,0.0300567112863063,0.0838511809706687,0.0752587616443634,0.05335367890074842
C035,Caulobacter crescentus,CCNA_00026,0,0.0511533729732036,0.1086307689547538,0.0429144352674484,0.0338824763894081,0.059145263396203476
C035,Caulobacter crescentus,CCNA_00027,0,0.0236377138644456,0.1800253540277481,0.0075868465937674,0.1333976536989212,0.08616189204622057
C035,Caulobacter crescentus,CCNA_00028,0,0.1089426204562187,0.0429072454571723,0.001538650249131,0.0943085402250289,0.06192426409688773
