file_id,organism,locus_tag,ess,conf,conf_esm2,conf_bert,conf_t5,conf_mean
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00001,1,0.0677350610494613,0.970999538898468,0.6178083419799805,0.9069697856903076,0.6408781819045544
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00002,1,0.9532201290130616,0.9271308779716492,0.6508125066757202,0.8505277633666992,0.8454228192567825
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00003,0,0.8360205292701721,0.1104730293154716,0.4890061020851135,0.3466554582118988,0.445538779720664
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00004,0,0.0936497449874877,0.4773762822151184,0.3208189010620117,0.4099119901657104,0.32543922960758204
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00005,1,0.9843342900276184,0.982977032661438,0.9172493815422058,0.9218738079071044,0.9516086280345917
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00006,1,0.96676766872406,0.9913511276245116,0.8634845018386841,0.8737359046936035,0.9238348007202148
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00007,0,0.0915064066648483,0.0975366160273552,0.3185312151908874,0.2209074050188064,0.1821204107254743
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00008,0,0.0482739247381687,0.4037078619003296,0.8066829442977905,0.5695439577102661,0.45705217216163874
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00009,1,0.7207931876182556,0.98268061876297,0.8872920274734497,0.9201501607894896,0.8777289986610413
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00010,0,0.0697557404637336,0.1916640102863311,0.0798251032829284,0.2195869535207748,0.14020795188844198
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00012,0,0.1500289887189865,0.206534668803215,0.2448808252811432,0.3425884842872619,0.23600824177265167
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00013,0,0.0503838062286376,0.4930700659751892,0.3368570506572723,0.4572762250900268,0.33439678698778147
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00014,0,0.0985019654035568,0.1269261389970779,0.1428306549787521,0.1843510419130325,0.13815245032310483
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00015,0,0.289210557937622,0.6747161149978638,0.6692497730255127,0.7519099116325378,0.5962715893983841
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00017,0,0.1094159334897995,0.6067626476287842,0.5491852164268494,0.510054349899292,0.44385453686118126
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00018,1,0.1188979595899581,0.9721044301986694,0.9450101256370544,0.9590298533439636,0.7487605921924114
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00019,0,0.099380575120449,0.5549874901771545,0.4596214592456817,0.4622220993041992,0.3940529059618711
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00020,1,0.1442853808403015,0.5682470798492432,0.901293694972992,0.7884413003921509,0.6005668640136719
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00021,1,0.081441082060337,0.4997491836547851,0.353171169757843,0.7574098706245422,0.42294282652437687
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00022,0,0.0646669119596481,0.0412555560469627,0.2726588845252991,0.2310680598020553,0.1524123530834913
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00023,0,0.7915273904800415,0.0514044538140296,0.5500937104225159,0.0833428725600242,0.36909210681915283
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00024,0,0.0519201010465621,0.2182759344577789,0.7028897404670715,0.5602275133132935,0.38332832232117653
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00025,0,0.0461778715252876,0.05397704616189,0.2594504952430725,0.0689313858747482,0.10713419970124957
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00026,0,0.0531260855495929,0.263124018907547,0.4108043313026428,0.2690703272819519,0.24903119076043367
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00027,0,0.8574306964874268,0.289723128080368,0.2854703664779663,0.5781686902046204,0.5026982203125954
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00028,0,0.5692315101623535,0.7475295662879944,0.2380313575267791,0.33388152718544,0.4721684902906418
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00029,0,0.1098028421401977,0.4310044348239898,0.4188475310802459,0.3471766412258148,0.32670786231756205
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00030,0,0.1000936329364776,0.1663902848958969,0.4070955216884613,0.3325566351413727,0.25153401866555214
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00031,0,0.1221998631954193,0.1983400732278823,0.2909817993640899,0.0759784802794456,0.17187505401670927
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00032,0,0.0641539692878723,0.5798203945159912,0.2587708532810211,0.3344484567642212,0.30929841846227646
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00033,0,0.081068567931652,0.1930438429117202,0.2335404902696609,0.4101448059082031,0.22944942675530905
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00034,0,0.0510211735963821,0.597021758556366,0.416218101978302,0.6247638463973999,0.4222562201321125
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00035,0,0.6987344026565552,0.3625765442848205,0.4370201528072357,0.484243094921112,0.4956435486674309
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00036,0,0.0638369396328926,0.3483993113040924,0.3859675824642181,0.1383482962846756,0.2341380324214697
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00037,0,0.0674207508563995,0.3697685599327087,0.3112428188323974,0.3050822615623474,0.26337859779596323
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00038,0,0.0982919037342071,0.3195200860500335,0.2814202904701233,0.5357671976089478,0.30874986946582794
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00039,0,0.038499291986227,0.2439395487308502,0.430898517370224,0.0703689828515052,0.1959265852347016
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00040,0,0.3518026173114776,0.2180954813957214,0.3740468919277191,0.2889661192893982,0.3082277774810791
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00041,0,0.1680483371019363,0.2108759433031082,0.2613837718963623,0.163929745554924,0.20105944946408272
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00042,0,0.0557104758918285,0.1523015946149826,0.1250289380550384,0.2890295386314392,0.15551763679832217
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00043,0,0.0881529375910759,0.1922247111797332,0.257454365491867,0.2971712350845337,0.20875081233680243
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00044,0,0.0897198989987373,0.1046011671423912,0.2067503631114959,0.3194203972816467,0.18012295663356775
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00045,0,0.0955333337187767,0.2731070220470428,0.2179676741361618,0.5548372268676758,0.2853613141924143
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00046,0,0.0678089633584022,0.2703230082988739,0.3987769186496734,0.446489155292511,0.29584951139986515
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00047,0,0.4981738626956939,0.192997470498085,0.1439876556396484,0.3680342137813568,0.30079830065369606
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00049,0,0.230307474732399,0.2618624567985534,0.3149801194667816,0.4810573160648346,0.32205184176564217
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00050,0,0.0924752056598663,0.1920931786298751,0.2968742847442627,0.1203851401805877,0.17545695230364794
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00051,0,0.8028668165206909,0.0720441788434982,0.090769425034523,0.1403807401657104,0.27651529014110565
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00052,0,0.9792948961257936,0.074616864323616,0.1444114446640014,0.0950401574373245,0.32334084063768387
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00053,0,0.0989828556776046,0.1366675049066543,0.2034771144390106,0.153082326054573,0.14805245026946062
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00054,0,0.9749241471290588,0.1000348031520843,0.1912965327501297,0.142203152179718,0.3521146588027477
