file_id,organism,locus_tag,ess,conf,conf_esm2,conf_bert,conf_t5,conf_mean
C039,Pseudomonas aeruginosa MPAO1,PA0001,1,0.1348035782575607,0.9532382488250732,0.9368686676025392,0.9684991836547852,0.7483524195849895
C039,Pseudomonas aeruginosa MPAO1,PA0002,1,0.4297551810741424,0.945387840270996,0.96353942155838,0.9781631827354432,0.8292114064097403
C039,Pseudomonas aeruginosa MPAO1,PA0003,0,0.0326477773487567,0.210389494895935,0.1714396476745605,0.3702444732189178,0.1961803482845425
C039,Pseudomonas aeruginosa MPAO1,PA0004,1,0.965816080570221,0.9871830940246582,0.882588267326355,0.9704073667526244,0.9514987021684647
C039,Pseudomonas aeruginosa MPAO1,PA0005,0,0.2135936766862869,0.7664735913276672,0.8483628630638123,0.7527509331703186,0.6452952660620213
C039,Pseudomonas aeruginosa MPAO1,PA0006,1,0.0354970134794712,0.7113750576972961,0.1864086091518402,0.6606414318084717,0.3984805280342698
C039,Pseudomonas aeruginosa MPAO1,PA0007,0,0.0266792699694633,0.0262233782559633,0.0763380080461502,0.220140129327774,0.0873451963998377
C039,Pseudomonas aeruginosa MPAO1,PA0008,1,0.1801003813743591,0.9781721830368042,0.974368929862976,0.9656807780265808,0.77458056807518
C039,Pseudomonas aeruginosa MPAO1,PA0009,1,0.9356364607810974,0.9744099974632264,0.9931427240371704,0.9582307934761048,0.9653549939393997
C039,Pseudomonas aeruginosa MPAO1,PA0010,0,0.0391493700444698,0.1137603223323822,0.4982693791389465,0.0421725139021873,0.17333789635449645
C039,Pseudomonas aeruginosa MPAO1,PA0011,0,0.0294869802892208,0.787742555141449,0.4217466413974762,0.7626212239265442,0.5003993501886725
C039,Pseudomonas aeruginosa MPAO1,PA0012,0,0.0332721062004566,0.0127404555678367,0.2930092215538025,0.1374938338994979,0.11912890430539841
C039,Pseudomonas aeruginosa MPAO1,PA0013,0,0.0749385878443718,0.2099028527736663,0.0894637107849121,0.1569558978080749,0.13281526230275625
C039,Pseudomonas aeruginosa MPAO1,PA0014,0,0.0309316869825124,0.1928344666957855,0.1849918067455291,0.2070379704236984,0.15394898271188134
C039,Pseudomonas aeruginosa MPAO1,PA0015,0,0.0653395131230354,0.2884109616279602,0.3835719525814056,0.266705572605133,0.2510069999843836
C039,Pseudomonas aeruginosa MPAO1,PA0016,0,0.4198865592479706,0.3370640873908996,0.6779366135597229,0.7055653929710388,0.535113163292408
C039,Pseudomonas aeruginosa MPAO1,PA0017,0,0.0277347117662429,0.0901225954294204,0.3030595779418945,0.2060896456241607,0.15675163269042963
C039,Pseudomonas aeruginosa MPAO1,PA0018,1,0.9714465737342834,0.949510395526886,0.7170326709747314,0.874410092830658,0.8780999332666397
C039,Pseudomonas aeruginosa MPAO1,PA0019,1,0.8828915953636169,0.8552130460739136,0.4675659537315368,0.8675919771194458,0.7683156430721283
C039,Pseudomonas aeruginosa MPAO1,PA0020,0,0.1237777173519134,0.2841926217079162,0.0749137178063392,0.5691163539886475,0.26300010271370405
C039,Pseudomonas aeruginosa MPAO1,PA0021,0,0.0299576912075281,0.1631813794374466,0.2599502503871918,0.25504931807518,0.17703465977683663
C039,Pseudomonas aeruginosa MPAO1,PA0022,1,0.91031014919281,0.8902235627174377,0.2768025696277618,0.8260675668716431,0.7258509621024132
C039,Pseudomonas aeruginosa MPAO1,PA0023,0,0.0394998751580715,0.0549470447003841,0.0911076217889785,0.0878926664590835,0.06836180202662939
C039,Pseudomonas aeruginosa MPAO1,PA0024,1,0.0517135858535766,0.8547115325927734,0.1570556759834289,0.8943198323249817,0.48945015668869013
C039,Pseudomonas aeruginosa MPAO1,PA0025,0,0.0562159642577171,0.3647836148738861,0.1853420734405517,0.6733143925666809,0.319914011284709
