file_id,organism,locus_tag,ess,conf,conf_esm2,conf_mean
C035,Caulobacter crescentus,CCNA_00001,0,0.0359230488538742,0.7015410661697388,0.3687320575118065
C035,Caulobacter crescentus,CCNA_00002,0,0.0559948086738586,0.7176034450531006,0.3867991268634796
C035,Caulobacter crescentus,CCNA_00003,1,0.2634274959564209,0.7257760167121887,0.4946017563343048
C035,Caulobacter crescentus,CCNA_00004,1,0.9104273915290833,0.811582624912262,0.8610050082206726
C035,Caulobacter crescentus,CCNA_00005,1,0.1160049065947532,0.7734827399253845,0.44474382326006884
C035,Caulobacter crescentus,CCNA_00006,0,0.0260969139635562,0.4471232891082763,0.23661010153591625
C035,Caulobacter crescentus,CCNA_00007,1,0.8919134140014648,0.8696912527084351,0.88080233335495
C035,Caulobacter crescentus,CCNA_00008,1,0.9012490510940552,0.900894582271576,0.9010718166828156
C035,Caulobacter crescentus,CCNA_00009,0,0.0390909984707832,0.1327925622463226,0.0859417803585529
C035,Caulobacter crescentus,CCNA_00010,1,0.9516572952270508,0.7745599150657654,0.8631086051464081
C035,Caulobacter crescentus,CCNA_00011,0,0.0446442179381847,0.7253365516662598,0.38499038480222225
C035,Caulobacter crescentus,CCNA_00012,0,0.7459200620651245,0.3232232630252838,0.5345716625452042
C035,Caulobacter crescentus,CCNA_00013,0,0.0210141539573669,0.3682618737220764,0.19463801383972165
C035,Caulobacter crescentus,CCNA_00014,0,0.034351460635662,0.444640576839447,0.23949601873755452
C035,Caulobacter crescentus,CCNA_00015,0,0.3571683168411255,0.123895563185215,0.24053194001317024
C035,Caulobacter crescentus,CCNA_00016,0,0.0216931980103254,0.247554674744606,0.1346239363774657
C035,Caulobacter crescentus,CCNA_00017,0,0.0165862534195184,0.187846302986145,0.10221627820283169
C035,Caulobacter crescentus,CCNA_00018,0,0.0412028357386589,0.1512887626886367,0.0962457992136478
C035,Caulobacter crescentus,CCNA_00019,0,0.0286163482815027,0.1780165582895279,0.1033164532855153
C035,Caulobacter crescentus,CCNA_00020,0,0.3425153195858001,0.2898861765861511,0.31620074808597565
C035,Caulobacter crescentus,CCNA_00021,0,0.2078932672739029,0.1157105565071106,0.16180191189050674
C035,Caulobacter crescentus,CCNA_00022,0,0.0478329434990882,0.1805562227964401,0.11419458314776415
C035,Caulobacter crescentus,CCNA_00023,0,0.7197682857513428,0.1362281143665313,0.427998200058937
C035,Caulobacter crescentus,CCNA_00024,0,0.1472183018922805,0.7030425071716309,0.42513040453195566
C035,Caulobacter crescentus,CCNA_00025,0,0.0242480617016553,0.0300567112863063,0.0271523864939808
C035,Caulobacter crescentus,CCNA_00026,0,0.0511533729732036,0.1086307689547538,0.0798920709639787
C035,Caulobacter crescentus,CCNA_00027,0,0.0236377138644456,0.1800253540277481,0.10183153394609686
C035,Caulobacter crescentus,CCNA_00028,0,0.1089426204562187,0.0429072454571723,0.0759249329566955
C035,Caulobacter crescentus,CCNA_00029,0,0.0782139226794242,0.0351992473006248,0.0567065849900245
C035,Caulobacter crescentus,CCNA_00030,0,0.0034875646233558,0.2550454437732696,0.1292665041983127
C035,Caulobacter crescentus,CCNA_00031,0,0.0290046110749244,0.0960895419120788,0.06254707649350161
C035,Caulobacter crescentus,CCNA_00032,0,0.2238889634609222,0.3847031593322754,0.3042960613965988
C035,Caulobacter crescentus,CCNA_00033,1,0.9721583724021912,0.8315206170082092,0.9018394947052002
