file_id,organism,locus_tag,ess,conf,conf_t5,conf_mean
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00001,1,0.0677350610494613,0.9069697856903076,0.48735242336988444
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00002,1,0.9532201290130616,0.8505277633666992,0.9018739461898804
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00003,0,0.8360205292701721,0.3466554582118988,0.5913379937410355
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00004,0,0.0936497449874877,0.4099119901657104,0.25178086757659907
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00005,1,0.9843342900276184,0.9218738079071044,0.9531040489673615
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00006,1,0.96676766872406,0.8737359046936035,0.9202517867088318
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00007,0,0.0915064066648483,0.2209074050188064,0.15620690584182734
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00008,0,0.0482739247381687,0.5695439577102661,0.3089089412242174
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00009,1,0.7207931876182556,0.9201501607894896,0.8204716742038727
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00010,0,0.0697557404637336,0.2195869535207748,0.1446713469922542
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00012,0,0.1500289887189865,0.3425884842872619,0.2463087365031242
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00013,0,0.0503838062286376,0.4572762250900268,0.2538300156593322
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00014,0,0.0985019654035568,0.1843510419130325,0.14142650365829465
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00015,0,0.289210557937622,0.7519099116325378,0.52056023478508
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00017,0,0.1094159334897995,0.510054349899292,0.30973514169454575
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00018,1,0.1188979595899581,0.9590298533439636,0.5389639064669609
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00019,0,0.099380575120449,0.4622220993041992,0.2808013372123241
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00020,1,0.1442853808403015,0.7884413003921509,0.4663633406162262
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00021,1,0.081441082060337,0.7574098706245422,0.4194254763424396
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00022,0,0.0646669119596481,0.2310680598020553,0.1478674858808517
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00023,0,0.7915273904800415,0.0833428725600242,0.4374351315200329
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00024,0,0.0519201010465621,0.5602275133132935,0.30607380717992777
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00025,0,0.0461778715252876,0.0689313858747482,0.0575546287000179
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00026,0,0.0531260855495929,0.2690703272819519,0.1610982064157724
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00027,0,0.8574306964874268,0.5781686902046204,0.7177996933460236
