file_id,organism,locus_tag,ess,conf,conf_bert,conf_mean
C035,Caulobacter crescentus,CCNA_00001,0,0.0359230488538742,0.795961856842041,0.4159424528479576
C035,Caulobacter crescentus,CCNA_00002,0,0.0559948086738586,0.7403698563575745,0.39818233251571655
C035,Caulobacter crescentus,CCNA_00003,1,0.2634274959564209,0.4841580688953399,0.37379278242588043
C035,Caulobacter crescentus,CCNA_00004,1,0.9104273915290833,0.9382163882255554,0.9243218898773193
C035,Caulobacter crescentus,CCNA_00005,1,0.1160049065947532,0.7822469472885132,0.44912592694163317
C035,Caulobacter crescentus,CCNA_00006,0,0.0260969139635562,0.0341607555747032,0.0301288347691297
C035,Caulobacter crescentus,CCNA_00007,1,0.8919134140014648,0.9449703693389891,0.918441891670227
C035,Caulobacter crescentus,CCNA_00008,1,0.9012490510940552,0.6208116412162781,0.7610303461551666
C035,Caulobacter crescentus,CCNA_00009,0,0.0390909984707832,0.096726082265377,0.0679085403680801
C035,Caulobacter crescentus,CCNA_00010,1,0.9516572952270508,0.9191220998764038,0.9353896975517273
C035,Caulobacter crescentus,CCNA_00011,0,0.0446442179381847,0.295329749584198,0.16998698376119134
C035,Caulobacter crescentus,CCNA_00012,0,0.7459200620651245,0.5652036666870117,0.6555618643760681
C035,Caulobacter crescentus,CCNA_00013,0,0.0210141539573669,0.8149844408035278,0.4179992973804474
C035,Caulobacter crescentus,CCNA_00014,0,0.034351460635662,0.0966244935989379,0.06548797711729995
C035,Caulobacter crescentus,CCNA_00015,0,0.3571683168411255,0.7169477343559265,0.537058025598526
C035,Caulobacter crescentus,CCNA_00016,0,0.0216931980103254,0.434807151556015,0.2282501747831702
C035,Caulobacter crescentus,CCNA_00017,0,0.0165862534195184,0.631041944026947,0.3238140987232327
C035,Caulobacter crescentus,CCNA_00018,0,0.0412028357386589,0.3114245533943176,0.17631369456648827
C035,Caulobacter crescentus,CCNA_00019,0,0.0286163482815027,0.1032715439796447,0.06594394613057371
C035,Caulobacter crescentus,CCNA_00020,0,0.3425153195858001,0.1561709344387054,0.24934312701225275
C035,Caulobacter crescentus,CCNA_00021,0,0.2078932672739029,0.098645195364952,0.15326923131942743
C035,Caulobacter crescentus,CCNA_00022,0,0.0478329434990882,0.1800936013460159,0.11396327242255205
C035,Caulobacter crescentus,CCNA_00023,0,0.7197682857513428,0.0348298288881778,0.37729905731976027
C035,Caulobacter crescentus,CCNA_00024,0,0.1472183018922805,0.6485108137130737,0.3978645578026771
