file_id,organism,locus_tag,ess,conf
C039,Pseudomonas aeruginosa MPAO1,PA0001,1,0.9532382488250732
C039,Pseudomonas aeruginosa MPAO1,PA0002,1,0.9453878402709961
C039,Pseudomonas aeruginosa MPAO1,PA0003,0,0.21038949489593506
C039,Pseudomonas aeruginosa MPAO1,PA0004,1,0.9871830940246582
C039,Pseudomonas aeruginosa MPAO1,PA0005,0,0.7664735913276672
C039,Pseudomonas aeruginosa MPAO1,PA0006,1,0.7113750576972961
C039,Pseudomonas aeruginosa MPAO1,PA0007,0,0.026223378255963326
C039,Pseudomonas aeruginosa MPAO1,PA0008,1,0.9781721830368042
C039,Pseudomonas aeruginosa MPAO1,PA0009,1,0.9744099974632263
C039,Pseudomonas aeruginosa MPAO1,PA0010,0,0.1137603223323822
C039,Pseudomonas aeruginosa MPAO1,PA0011,0,0.787742555141449
C039,Pseudomonas aeruginosa MPAO1,PA0012,0,0.012740455567836761
C039,Pseudomonas aeruginosa MPAO1,PA0013,0,0.20990285277366638
C039,Pseudomonas aeruginosa MPAO1,PA0014,0,0.19283446669578552
C039,Pseudomonas aeruginosa MPAO1,PA0015,0,0.2884109616279602
C039,Pseudomonas aeruginosa MPAO1,PA0016,0,0.33706408739089966
C039,Pseudomonas aeruginosa MPAO1,PA0017,0,0.09012259542942047
C039,Pseudomonas aeruginosa MPAO1,PA0018,1,0.949510395526886
C039,Pseudomonas aeruginosa MPAO1,PA0019,1,0.8552130460739136
C039,Pseudomonas aeruginosa MPAO1,PA0020,0,0.28419262170791626
C039,Pseudomonas aeruginosa MPAO1,PA0021,0,0.1631813794374466
C039,Pseudomonas aeruginosa MPAO1,PA0022,1,0.8902235627174377
C039,Pseudomonas aeruginosa MPAO1,PA0023,0,0.05494704470038414
C039,Pseudomonas aeruginosa MPAO1,PA0024,1,0.8547115325927734
C039,Pseudomonas aeruginosa MPAO1,PA0025,0,0.3647836148738861
C039,Pseudomonas aeruginosa MPAO1,PA0026,0,0.12727776169776917
C039,Pseudomonas aeruginosa MPAO1,PA0027,0,0.007616552524268627
C039,Pseudomonas aeruginosa MPAO1,PA0028,0,0.04233812168240547
C039,Pseudomonas aeruginosa MPAO1,PA0029,0,0.03777316212654114
C039,Pseudomonas aeruginosa MPAO1,PA0030,0,0.011277860961854458
C039,Pseudomonas aeruginosa MPAO1,PA0031,0,0.02200333960354328
C039,Pseudomonas aeruginosa MPAO1,PA0032,0,0.018921205773949623
C039,Pseudomonas aeruginosa MPAO1,PA0033,0,0.07752399891614914
C039,Pseudomonas aeruginosa MPAO1,PA0034,0,0.047062575817108154
C039,Pseudomonas aeruginosa MPAO1,PA0035,0,0.881094217300415
C039,Pseudomonas aeruginosa MPAO1,PA0036,0,0.798541247844696
C039,Pseudomonas aeruginosa MPAO1,PA0037,0,0.05334460362792015
C039,Pseudomonas aeruginosa MPAO1,PA0038,0,0.35515040159225464
C039,Pseudomonas aeruginosa MPAO1,PA0039,0,0.06935633718967438
C039,Pseudomonas aeruginosa MPAO1,PA0040,0,0.037648316472768784
C039,Pseudomonas aeruginosa MPAO1,PA0041,0,0.032132796943187714
C039,Pseudomonas aeruginosa MPAO1,PA0042,0,0.039177630096673965
C039,Pseudomonas aeruginosa MPAO1,PA0043,0,0.019727203994989395
C039,Pseudomonas aeruginosa MPAO1,PA0044,0,0.01900903694331646
C039,Pseudomonas aeruginosa MPAO1,PA0045,0,0.03204423189163208
C039,Pseudomonas aeruginosa MPAO1,PA0046,0,0.34236761927604675
C039,Pseudomonas aeruginosa MPAO1,PA0047,0,0.030975472182035446
C039,Pseudomonas aeruginosa MPAO1,PA0048,0,0.07105936110019684
C039,Pseudomonas aeruginosa MPAO1,PA0049,0,0.04518038406968117
C039,Pseudomonas aeruginosa MPAO1,PA0050,0,0.21724919974803925
C039,Pseudomonas aeruginosa MPAO1,PA0051,0,0.6615029573440552
C039,Pseudomonas aeruginosa MPAO1,PA0052,0,0.02897392213344574
C039,Pseudomonas aeruginosa MPAO1,PA0053,0,0.1983383744955063
C039,Pseudomonas aeruginosa MPAO1,PA0054,0,0.024570390582084656
C039,Pseudomonas aeruginosa MPAO1,PA0055,0,0.012862155213952065
C039,Pseudomonas aeruginosa MPAO1,PA0056,0,0.012282798998057842
